hour,day,month,day_of_week,is_weekend,previous_consumption,Global_active_power
10,17,12,0,0,1.3342333333333334,1.3287000000000002
11,17,12,0,0,1.3287000000000002,1.3177666666666668
12,17,12,0,0,1.3177666666666668,1.3778
13,17,12,0,0,1.3778,1.3351
14,17,12,0,0,1.3351,0.4971
15,17,12,0,0,0.4971,0.3173333333333333
16,17,12,0,0,0.3173333333333333,0.25943333333333335
17,17,12,0,0,0.25943333333333335,0.46623333333333333
18,17,12,0,0,0.46623333333333333,2.484466666666667
19,17,12,0,0,2.484466666666667,3.5401000000000002
20,17,12,0,0,3.5401000000000002,4.011
21,17,12,0,0,4.011,2.4187333333333334
22,17,12,0,0,2.4187333333333334,0.9423728813559322
23,17,12,0,0,0.9423728813559322,0.2842
0,18,12,1,0,0.2842,0.6522666666666667
1,18,12,1,0,0.6522666666666667,0.5344666666666666
2,18,12,1,0,0.5344666666666666,0.2778333333333334
3,18,12,1,0,0.2778333333333334,0.27236666666666665
4,18,12,1,0,0.27236666666666665,0.27096666666666663
5,18,12,1,0,0.27096666666666663,0.28186666666666665
6,18,12,1,0,0.28186666666666665,0.7458666666666667
7,18,12,1,0,0.7458666666666667,2.4600999999999997
8,18,12,1,0,2.4600999999999997,2.2308666666666666
9,18,12,1,0,2.2308666666666666,1.9642666666666668
10,18,12,1,0,1.9642666666666668,1.3978333333333335
11,18,12,1,0,1.3978333333333335,2.2108333333333334
12,18,12,1,0,2.2108333333333334,4.514566666666667
13,18,12,1,0,4.514566666666667,3.4426
14,18,12,1,0,3.4426,3.482966666666667
15,18,12,1,0,3.482966666666667,2.3233
16,18,12,1,0,2.3233,0.5545333333333333
17,18,12,1,0,0.5545333333333333,1.2705
18,18,12,1,0,1.2705,2.7605333333333335
19,18,12,1,0,2.7605333333333335,2.377733333333333
20,18,12,1,0,2.377733333333333,2.5563333333333333
21,18,12,1,0,2.5563333333333333,3.9292666666666665
22,18,12,1,0,3.9292666666666665,1.6583
23,18,12,1,0,1.6583,1.5497333333333332
0,19,12,2,0,1.5497333333333332,1.1419666666666666
1,19,12,2,0,1.1419666666666666,0.2707333333333333
2,19,12,2,0,0.2707333333333333,0.27270000000000005
3,19,12,2,0,0.27270000000000005,0.27673333333333333
4,19,12,2,0,0.27673333333333333,0.2812
5,19,12,2,0,0.2812,0.2647
6,19,12,2,0,0.2647,1.0388666666666666
7,19,12,2,0,1.0388666666666666,2.8024666666666667
8,19,12,2,0,2.8024666666666667,2.3378333333333337
9,19,12,2,0,2.3378333333333337,1.4367666666666667
10,19,12,2,0,1.4367666666666667,1.3390666666666666
11,19,12,2,0,1.3390666666666666,1.6014666666666666
12,19,12,2,0,1.6014666666666666,1.8706
13,19,12,2,0,1.8706,1.7041666666666666
14,19,12,2,0,1.7041666666666666,1.7451
15,19,12,2,0,1.7451,1.5946
16,19,12,2,0,1.5946,0.4978333333333333
17,19,12,2,0,0.4978333333333333,1.9943
18,19,12,2,0,1.9943,2.441033333333333
19,19,12,2,0,2.441033333333333,2.8319666666666667
20,19,12,2,0,2.8319666666666667,2.6200666666666668
21,19,12,2,0,2.6200666666666668,3.6346
22,19,12,2,0,3.6346,1.9568666666666668
23,19,12,2,0,1.9568666666666668,0.6452333333333333
0,20,12,3,0,0.6452333333333333,0.9104
1,20,12,3,0,0.9104,0.35200000000000004
2,20,12,3,0,0.35200000000000004,0.2962666666666667
3,20,12,3,0,0.2962666666666667,0.27759999999999996
4,20,12,3,0,0.27759999999999996,0.27593333333333336
5,20,12,3,0,0.27593333333333336,0.2955
6,20,12,3,0,0.2955,1.0713000000000001
7,20,12,3,0,1.0713000000000001,1.0176333333333334
8,20,12,3,0,1.0176333333333334,2.0528333333333335
9,20,12,3,0,2.0528333333333335,1.3907666666666667
10,20,12,3,0,1.3907666666666667,1.3682
11,20,12,3,0,1.3682,1.4684333333333333
12,20,12,3,0,1.4684333333333333,1.9516666666666667
13,20,12,3,0,1.9516666666666667,2.1004
14,20,12,3,0,2.1004,2.1979666666666664
15,20,12,3,0,2.1979666666666664,1.7232333333333334
16,20,12,3,0,1.7232333333333334,1.5138666666666665
17,20,12,3,0,1.5138666666666665,1.9087
18,20,12,3,0,1.9087,2.0294666666666665
19,20,12,3,0,2.0294666666666665,2.6761666666666666
20,20,12,3,0,2.6761666666666666,2.9681
21,20,12,3,0,2.9681,1.6549333333333334
22,20,12,3,0,1.6549333333333334,0.6954666666666667
23,20,12,3,0,0.6954666666666667,0.29913333333333336
0,21,12,4,0,0.29913333333333336,0.2884333333333334
1,21,12,4,0,0.2884333333333334,0.3044
2,21,12,4,0,0.3044,0.292
3,21,12,4,0,0.292,0.4471333333333334
4,21,12,4,0,0.4471333333333334,0.8007666666666666
5,21,12,4,0,0.8007666666666666,0.2624
6,21,12,4,0,0.2624,1.1584
7,21,12,4,0,1.1584,2.1490333333333336
8,21,12,4,0,2.1490333333333336,2.8637666666666663
9,21,12,4,0,2.8637666666666663,1.4594999999999998
10,21,12,4,0,1.4594999999999998,1.8636333333333333
11,21,12,4,0,1.8636333333333333,1.3374
12,21,12,4,0,1.3374,1.3454000000000002
13,21,12,4,0,1.3454000000000002,1.5009000000000001
14,21,12,4,0,1.5009000000000001,1.6818666666666668
15,21,12,4,0,1.6818666666666668,1.4156666666666666
16,21,12,4,0,1.4156666666666666,1.1035
17,21,12,4,0,1.1035,1.7130666666666667
18,21,12,4,0,1.7130666666666667,2.4345333333333334
19,21,12,4,0,2.4345333333333334,2.8135
20,21,12,4,0,2.8135,3.1224333333333334
21,21,12,4,0,3.1224333333333334,1.8826666666666665
22,21,12,4,0,1.8826666666666665,0.47883333333333333
23,21,12,4,0,0.47883333333333333,0.3237
0,22,12,5,1,0.3237,0.2703333333333333
1,22,12,5,1,0.2703333333333333,0.5659
2,22,12,5,1,0.5659,0.6003000000000001
3,22,12,5,1,0.6003000000000001,0.27093333333333336
4,22,12,5,1,0.27093333333333336,0.8961666666666667
5,22,12,5,1,0.8961666666666667,0.2843666666666667
6,22,12,5,1,0.2843666666666667,0.7342
7,22,12,5,1,0.7342,0.7944666666666667
8,22,12,5,1,0.7944666666666667,2.5024666666666664
9,22,12,5,1,2.5024666666666664,1.6931666666666667
10,22,12,5,1,1.6931666666666667,1.809
11,22,12,5,1,1.809,1.3695
12,22,12,5,1,1.3695,1.9211666666666667
13,22,12,5,1,1.9211666666666667,1.7384
14,22,12,5,1,1.7384,4.2451
15,22,12,5,1,4.2451,2.0460333333333334
16,22,12,5,1,2.0460333333333334,1.4299
17,22,12,5,1,1.4299,1.2891666666666666
18,22,12,5,1,1.2891666666666666,1.7786666666666666
19,22,12,5,1,1.7786666666666666,2.7859333333333334
20,22,12,5,1,2.7859333333333334,4.9254999999999995
21,22,12,5,1,4.9254999999999995,3.684366666666667
22,22,12,5,1,3.684366666666667,4.1413
23,22,12,5,1,4.1413,1.7447333333333332
0,23,12,6,1,1.7447333333333332,0.8472000000000001
1,23,12,6,1,0.8472000000000001,0.7090666666666666
2,23,12,6,1,0.7090666666666666,0.6920666666666667
3,23,12,6,1,0.6920666666666667,0.7023666666666667
4,23,12,6,1,0.7023666666666667,0.7081
5,23,12,6,1,0.7081,1.1214666666666666
6,23,12,6,1,1.1214666666666666,0.3451666666666667
7,23,12,6,1,0.3451666666666667,0.5089
8,23,12,6,1,0.5089,2.8363
9,23,12,6,1,2.8363,1.4764000000000002
10,23,12,6,1,1.4764000000000002,1.5274666666666665
11,23,12,6,1,1.5274666666666665,1.5324333333333333
12,23,12,6,1,1.5324333333333333,0.8441
13,23,12,6,1,0.8441,0.7759333333333333
14,23,12,6,1,0.7759333333333333,1.6012666666666666
15,23,12,6,1,1.6012666666666666,1.8074666666666666
16,23,12,6,1,1.8074666666666666,0.8924
17,23,12,6,1,0.8924,2.6306000000000003
18,23,12,6,1,2.6306000000000003,3.1266666666666665
19,23,12,6,1,3.1266666666666665,6.4879999999999995
20,23,12,6,1,6.4879999999999995,3.241233333333333
21,23,12,6,1,3.241233333333333,2.2872666666666666
22,23,12,6,1,2.2872666666666666,1.7142666666666666
23,23,12,6,1,1.7142666666666666,1.7346666666666666
0,24,12,0,0,1.7346666666666666,1.4415333333333333
1,24,12,0,0,1.4415333333333333,1.1566333333333332
2,24,12,0,0,1.1566333333333332,0.2965
3,24,12,0,0,0.2965,0.30716666666666664
4,24,12,0,0,0.30716666666666664,0.2969333333333333
5,24,12,0,0,0.2969333333333333,0.29783333333333334
6,24,12,0,0,0.29783333333333334,0.2711
7,24,12,0,0,0.2711,0.6565666666666666
8,24,12,0,0,0.6565666666666666,2.3904666666666667
9,24,12,0,0,2.3904666666666667,3.716266666666667
10,24,12,0,0,3.716266666666667,1.2272333333333334
11,24,12,0,0,1.2272333333333334,1.9595333333333333
12,24,12,0,0,1.9595333333333333,3.1761
13,24,12,0,0,3.1761,1.9641
14,24,12,0,0,1.9641,2.4367
15,24,12,0,0,2.4367,2.3553
16,24,12,0,0,2.3553,1.4957333333333334
17,24,12,0,0,1.4957333333333334,3.9947666666666666
18,24,12,0,0,3.9947666666666666,1.8431666666666666
19,24,12,0,0,1.8431666666666666,1.5239666666666667
20,24,12,0,0,1.5239666666666667,1.5407666666666666
21,24,12,0,0,1.5407666666666666,1.5101333333333333
22,24,12,0,0,1.5101333333333333,1.0148
23,24,12,0,0,1.0148,0.7575000000000001
0,25,12,1,0,0.7575000000000001,0.9929333333333333
1,25,12,1,0,0.9929333333333333,0.4524
2,25,12,1,0,0.4524,0.32413333333333333
3,25,12,1,0,0.32413333333333333,0.33940000000000003
4,25,12,1,0,0.33940000000000003,0.29786666666666667
5,25,12,1,0,0.29786666666666667,0.27726666666666666
6,25,12,1,0,0.27726666666666666,0.8154333333333333
7,25,12,1,0,0.8154333333333333,0.6339333333333333
8,25,12,1,0,0.6339333333333333,1.6194
9,25,12,1,0,1.6194,0.8928666666666667
10,25,12,1,0,0.8928666666666667,2.0517333333333334
11,25,12,1,0,2.0517333333333334,2.519766666666667
12,25,12,1,0,2.519766666666667,2.669966666666667
13,25,12,1,0,2.669966666666667,3.915833333333333
14,25,12,1,0,3.915833333333333,2.478333333333333
15,25,12,1,0,2.478333333333333,2.1593333333333335
16,25,12,1,0,2.1593333333333335,2.8377666666666665
17,25,12,1,0,2.8377666666666665,1.3807333333333331
18,25,12,1,0,1.3807333333333331,1.8123333333333334
19,25,12,1,0,1.8123333333333334,2.018733333333333
20,25,12,1,0,2.018733333333333,2.86
21,25,12,1,0,2.86,3.009866666666667
22,25,12,1,0,3.009866666666667,4.597433333333333
23,25,12,1,0,4.597433333333333,3.958666666666667
0,26,12,2,0,3.958666666666667,1.4389666666666665
1,26,12,2,0,1.4389666666666665,1.1712
2,26,12,2,0,1.1712,1.2347333333333335
3,26,12,2,0,1.2347333333333335,1.2622333333333333
4,26,12,2,0,1.2622333333333333,1.3573333333333333
5,26,12,2,0,1.3573333333333333,1.3958333333333333
6,26,12,2,0,1.3958333333333333,1.3472333333333333
7,26,12,2,0,1.3472333333333333,1.9964666666666666
8,26,12,2,0,1.9964666666666666,2.7250666666666663
9,26,12,2,0,2.7250666666666663,2.4292000000000002
10,26,12,2,0,2.4292000000000002,1.4907666666666666
11,26,12,2,0,1.4907666666666666,1.8478666666666668
12,26,12,2,0,1.8478666666666668,2.615933333333333
13,26,12,2,0,2.615933333333333,2.6315
14,26,12,2,0,2.6315,3.9810666666666665
15,26,12,2,0,3.9810666666666665,2.905133333333333
16,26,12,2,0,2.905133333333333,2.4211666666666667
17,26,12,2,0,2.4211666666666667,3.0307666666666666
18,26,12,2,0,3.0307666666666666,2.4721333333333333
19,26,12,2,0,2.4721333333333333,0.9464
20,26,12,2,0,0.9464,0.42186666666666667
21,26,12,2,0,0.42186666666666667,0.37293333333333334
22,26,12,2,0,0.37293333333333334,0.5838
23,26,12,2,0,0.5838,0.9250666666666666
0,27,12,3,0,0.9250666666666666,0.2904666666666667
1,27,12,3,0,0.2904666666666667,0.46526666666666666
2,27,12,3,0,0.46526666666666666,0.8290333333333334
3,27,12,3,0,0.8290333333333334,0.2858
4,27,12,3,0,0.2858,0.3452
5,27,12,3,0,0.3452,0.28673333333333334
6,27,12,3,0,0.28673333333333334,0.31229999999999997
7,27,12,3,0,0.31229999999999997,1.1062
8,27,12,3,0,1.1062,1.3320333333333332
9,27,12,3,0,1.3320333333333332,1.2762333333333333
10,27,12,3,0,1.2762333333333333,2.268533333333333
11,27,12,3,0,2.268533333333333,1.4566000000000001
12,27,12,3,0,1.4566000000000001,1.2935333333333332
13,27,12,3,0,1.2935333333333332,1.8582333333333334
14,27,12,3,0,1.8582333333333334,1.96
15,27,12,3,0,1.96,2.9448999999999996
16,27,12,3,0,2.9448999999999996,1.7976999999999999
17,27,12,3,0,1.7976999999999999,2.4987
18,27,12,3,0,2.4987,3.1969333333333334
19,27,12,3,0,3.1969333333333334,5.1752
20,27,12,3,0,5.1752,3.468033333333333
21,27,12,3,0,3.468033333333333,2.545733333333333
22,27,12,3,0,2.545733333333333,3.4539
23,27,12,3,0,3.4539,1.7560333333333333
0,28,12,4,0,1.7560333333333333,0.392
1,28,12,4,0,0.392,0.3524
2,28,12,4,0,0.3524,0.31753333333333333
3,28,12,4,0,0.31753333333333333,0.3359
4,28,12,4,0,0.3359,0.2940333333333333
5,28,12,4,0,0.2940333333333333,0.35069999999999996
6,28,12,4,0,0.35069999999999996,0.8290666666666666
7,28,12,4,0,0.8290666666666666,0.30566666666666664
8,28,12,4,0,0.30566666666666664,1.1520333333333332
9,28,12,4,0,1.1520333333333332,1.4532999999999998
10,28,12,4,0,1.4532999999999998,2.0935
11,28,12,4,0,2.0935,1.6431666666666667
12,28,12,4,0,1.6431666666666667,1.6772666666666667
13,28,12,4,0,1.6772666666666667,1.8529333333333333
14,28,12,4,0,1.8529333333333333,2.4635666666666665
15,28,12,4,0,2.4635666666666665,5.025133333333333
16,28,12,4,0,5.025133333333333,5.1377999999999995
17,28,12,4,0,5.1377999999999995,6.333666666666667
18,28,12,4,0,6.333666666666667,3.732766666666667
19,28,12,4,0,3.732766666666667,2.5198666666666667
20,28,12,4,0,2.5198666666666667,3.184566666666667
21,28,12,4,0,3.184566666666667,3.0018666666666665
22,28,12,4,0,3.0018666666666665,3.932733333333333
23,28,12,4,0,3.932733333333333,3.502733333333333
0,29,12,5,1,3.502733333333333,3.9483333333333333
1,29,12,5,1,3.9483333333333333,2.4356
2,29,12,5,1,2.4356,2.4928666666666666
3,29,12,5,1,2.4928666666666666,2.3680666666666665
4,29,12,5,1,2.3680666666666665,1.3988666666666667
5,29,12,5,1,1.3988666666666667,1.3712666666666666
6,29,12,5,1,1.3712666666666666,1.3004666666666664
7,29,12,5,1,1.3004666666666664,1.1219666666666666
8,29,12,5,1,1.1219666666666666,1.6869333333333332
9,29,12,5,1,1.6869333333333332,1.6951333333333334
10,29,12,5,1,1.6951333333333334,3.567266666666667
11,29,12,5,1,3.567266666666667,1.8861999999999999
12,29,12,5,1,1.8861999999999999,1.7368999999999999
13,29,12,5,1,1.7368999999999999,2.6162666666666667
14,29,12,5,1,2.6162666666666667,2.1152
15,29,12,5,1,2.1152,1.5260666666666667
16,29,12,5,1,1.5260666666666667,2.6498666666666666
17,29,12,5,1,2.6498666666666666,1.6061333333333332
18,29,12,5,1,1.6061333333333332,3.2983333333333333
19,29,12,5,1,3.2983333333333333,5.226699999999999
20,29,12,5,1,5.226699999999999,2.4215666666666666
21,29,12,5,1,2.4215666666666666,3.2371
22,29,12,5,1,3.2371,2.462
23,29,12,5,1,2.462,0.8135
0,30,12,6,1,0.8135,0.5302
1,30,12,6,1,0.5302,0.4891333333333333
2,30,12,6,1,0.4891333333333333,0.5243666666666666
3,30,12,6,1,0.5243666666666666,0.49473333333333336
4,30,12,6,1,0.49473333333333336,0.27909999999999996
5,30,12,6,1,0.27909999999999996,0.5093
6,30,12,6,1,0.5093,0.6140000000000001
7,30,12,6,1,0.6140000000000001,0.27936666666666665
8,30,12,6,1,0.27936666666666665,1.7968000000000002
9,30,12,6,1,1.7968000000000002,1.4369666666666667
10,30,12,6,1,1.4369666666666667,1.3659333333333334
11,30,12,6,1,1.3659333333333334,0.39776666666666666
12,30,12,6,1,0.39776666666666666,1.5621333333333332
13,30,12,6,1,1.5621333333333332,3.049
14,30,12,6,1,3.049,4.1388
15,30,12,6,1,4.1388,2.3195333333333332
16,30,12,6,1,2.3195333333333332,2.5719333333333334
17,30,12,6,1,2.5719333333333334,2.5889
18,30,12,6,1,2.5889,4.941966666666667
19,30,12,6,1,4.941966666666667,2.8520666666666665
20,30,12,6,1,2.8520666666666665,2.7793666666666668
21,30,12,6,1,2.7793666666666668,3.2652
22,30,12,6,1,3.2652,2.8400000000000003
23,30,12,6,1,2.8400000000000003,1.0220333333333333
0,31,12,0,0,1.0220333333333333,0.327
1,31,12,0,0,0.327,0.3038666666666667
2,31,12,0,0,0.3038666666666667,0.3050333333333333
3,31,12,0,0,0.3050333333333333,0.28859999999999997
4,31,12,0,0,0.28859999999999997,0.31293333333333334
5,31,12,0,0,0.31293333333333334,0.28956666666666664
6,31,12,0,0,0.28956666666666664,0.6503666666666666
7,31,12,0,0,0.6503666666666666,0.6768333333333333
8,31,12,0,0,0.6768333333333333,0.6849000000000001
9,31,12,0,0,0.6849000000000001,1.2202333333333333
10,31,12,0,0,1.2202333333333333,2.1381666666666663
11,31,12,0,0,2.1381666666666663,2.8586666666666667
12,31,12,0,0,2.8586666666666667,3.8231666666666664
13,31,12,0,0,3.8231666666666664,1.5065333333333333
14,31,12,0,0,1.5065333333333333,1.5533
15,31,12,0,0,1.5533,1.5956000000000001
16,31,12,0,0,1.5956000000000001,2.3481666666666663
17,31,12,0,0,2.3481666666666663,2.8578333333333332
18,31,12,0,0,2.8578333333333332,3.3440999999999996
19,31,12,0,0,3.3440999999999996,3.120366666666667
20,31,12,0,0,3.120366666666667,1.9384333333333332
21,31,12,0,0,1.9384333333333332,1.5683333333333336
22,31,12,0,0,1.5683333333333336,1.6136333333333333
23,31,12,0,0,1.6136333333333333,1.6167333333333334
0,1,1,1,0,1.6167333333333334,1.5969333333333333
1,1,1,1,0,1.5969333333333333,1.6195666666666668
2,1,1,1,0,1.6195666666666668,2.4737333333333336
3,1,1,1,0,2.4737333333333336,2.731133333333333
4,1,1,1,0,2.731133333333333,2.4311333333333334
5,1,1,1,0,2.4311333333333334,2.4796666666666667
6,1,1,1,0,2.4796666666666667,1.6902000000000001
7,1,1,1,0,1.6902000000000001,1.3321333333333334
8,1,1,1,0,1.3321333333333334,1.3751666666666666
9,1,1,1,0,1.3751666666666666,1.0509
10,1,1,1,0,1.0509,0.5859000000000001
11,1,1,1,0,0.5859000000000001,2.6519
12,1,1,1,0,2.6519,2.0601666666666665
13,1,1,1,0,2.0601666666666665,2.9478
14,1,1,1,0,2.9478,1.8193333333333332
15,1,1,1,0,1.8193333333333332,1.0491666666666668
16,1,1,1,0,1.0491666666666668,0.8458
17,1,1,1,0,0.8458,2.0671666666666666
18,1,1,1,0,2.0671666666666666,2.8802666666666665
19,1,1,1,0,2.8802666666666665,3.007233333333333
20,1,1,1,0,3.007233333333333,2.8731
21,1,1,1,0,2.8731,2.704833333333333
22,1,1,1,0,2.704833333333333,1.3265333333333333
23,1,1,1,0,1.3265333333333333,0.39586666666666664
0,2,1,2,0,0.39586666666666664,0.3783666666666667
1,2,1,2,0,0.3783666666666667,0.35513333333333336
2,2,1,2,0,0.35513333333333336,0.32556666666666667
3,2,1,2,0,0.32556666666666667,0.3671
4,2,1,2,0,0.3671,0.8692666666666666
5,2,1,2,0,0.8692666666666666,0.3632666666666667
6,2,1,2,0,0.3632666666666667,1.1317
7,2,1,2,0,1.1317,2.1407666666666665
8,2,1,2,0,2.1407666666666665,1.6265
9,2,1,2,0,1.6265,1.5302
10,2,1,2,0,1.5302,1.6207
11,2,1,2,0,1.6207,1.5079
12,2,1,2,0,1.5079,1.3829
13,2,1,2,0,1.3829,1.4409666666666667
14,2,1,2,0,1.4409666666666667,0.9643999999999999
15,2,1,2,0,0.9643999999999999,0.40826666666666667
16,2,1,2,0,0.40826666666666667,0.38516666666666666
17,2,1,2,0,0.38516666666666666,0.5434
18,2,1,2,0,0.5434,1.1374333333333333
19,2,1,2,0,1.1374333333333333,1.6872666666666667
20,2,1,2,0,1.6872666666666667,1.2964666666666667
21,2,1,2,0,1.2964666666666667,1.5258333333333334
22,2,1,2,0,1.5258333333333334,2.2632333333333334
23,2,1,2,0,2.2632333333333334,2.1499666666666664
0,3,1,3,0,2.1499666666666664,0.44266666666666665
1,3,1,3,0,0.44266666666666665,0.37526666666666664
2,3,1,3,0,0.37526666666666664,1.1250333333333333
3,3,1,3,0,1.1250333333333333,0.3514666666666667
4,3,1,3,0,0.3514666666666667,0.37273333333333336
5,3,1,3,0,0.37273333333333336,0.33626666666666666
6,3,1,3,0,0.33626666666666666,0.8131
7,3,1,3,0,0.8131,0.8809
8,3,1,3,0,0.8809,1.976
9,3,1,3,0,1.976,0.7978333333333333
10,3,1,3,0,0.7978333333333333,0.5776666666666667
11,3,1,3,0,0.5776666666666667,1.7654666666666665
12,3,1,3,0,1.7654666666666665,1.3656333333333335
13,3,1,3,0,1.3656333333333335,0.46153333333333335
14,3,1,3,0,0.46153333333333335,0.35666666666666663
15,3,1,3,0,0.35666666666666663,0.6577666666666667
16,3,1,3,0,0.6577666666666667,0.9462666666666667
17,3,1,3,0,0.9462666666666667,2.1959333333333335
18,3,1,3,0,2.1959333333333335,2.3849333333333336
19,3,1,3,0,2.3849333333333336,2.2553
20,3,1,3,0,2.2553,2.5674333333333332
21,3,1,3,0,2.5674333333333332,1.2207333333333332
22,3,1,3,0,1.2207333333333332,0.533
23,3,1,3,0,0.533,0.40886666666666666
0,4,1,4,0,0.40886666666666666,0.8374333333333334
1,4,1,4,0,0.8374333333333334,0.2674333333333333
2,4,1,4,0,0.2674333333333333,0.3225
3,4,1,4,0,0.3225,0.28553333333333336
4,4,1,4,0,0.28553333333333336,0.2767
5,4,1,4,0,0.2767,0.3298333333333333
6,4,1,4,0,0.3298333333333333,1.2453
7,4,1,4,0,1.2453,2.9087666666666667
8,4,1,4,0,2.9087666666666667,2.9636333333333336
9,4,1,4,0,2.9636333333333336,1.7138333333333333
10,4,1,4,0,1.7138333333333333,1.8126
11,4,1,4,0,1.8126,1.4886333333333333
12,4,1,4,0,1.4886333333333333,0.8124666666666667
13,4,1,4,0,0.8124666666666667,1.6670666666666667
14,4,1,4,0,1.6670666666666667,0.7873
15,4,1,4,0,0.7873,3.2534666666666667
16,4,1,4,0,3.2534666666666667,2.4937
17,4,1,4,0,2.4937,3.8139666666666665
18,4,1,4,0,3.8139666666666665,1.8705
19,4,1,4,0,1.8705,1.7708666666666666
20,4,1,4,0,1.7708666666666666,2.792666666666667
21,4,1,4,0,2.792666666666667,2.0945666666666667
22,4,1,4,0,2.0945666666666667,1.5773000000000001
23,4,1,4,0,1.5773000000000001,0.8114666666666667
0,5,1,5,1,0.8114666666666667,0.3626666666666667
1,5,1,5,1,0.3626666666666667,0.3046666666666667
2,5,1,5,1,0.3046666666666667,0.2802
3,5,1,5,1,0.2802,0.5927333333333333
4,5,1,5,1,0.5927333333333333,0.49656666666666666
5,5,1,5,1,0.49656666666666666,0.3081
6,5,1,5,1,0.3081,0.2853
7,5,1,5,1,0.2853,0.29813333333333336
8,5,1,5,1,0.29813333333333336,1.9409666666666667
9,5,1,5,1,1.9409666666666667,1.4929333333333332
10,5,1,5,1,1.4929333333333332,1.5998666666666668
11,5,1,5,1,1.5998666666666668,1.4187666666666667
12,5,1,5,1,1.4187666666666667,2.4488333333333334
13,5,1,5,1,2.4488333333333334,2.1071
14,5,1,5,1,2.1071,2.3360333333333334
15,5,1,5,1,2.3360333333333334,1.9209666666666665
16,5,1,5,1,1.9209666666666665,1.4324333333333332
17,5,1,5,1,1.4324333333333332,1.9264666666666665
18,5,1,5,1,1.9264666666666665,3.6183
19,5,1,5,1,3.6183,3.1335333333333333
20,5,1,5,1,3.1335333333333333,2.9871333333333334
21,5,1,5,1,2.9871333333333334,1.6136666666666668
22,5,1,5,1,1.6136666666666668,1.6784333333333334
23,5,1,5,1,1.6784333333333334,1.8036666666666668
0,6,1,6,1,1.8036666666666668,1.4564666666666668
1,6,1,6,1,1.4564666666666668,0.8159
2,6,1,6,1,0.8159,0.2886666666666667
3,6,1,6,1,0.2886666666666667,0.29806666666666665
4,6,1,6,1,0.29806666666666665,0.29763333333333336
5,6,1,6,1,0.29763333333333336,0.2734333333333333
6,6,1,6,1,0.2734333333333333,0.306
7,6,1,6,1,0.306,0.2830333333333333
8,6,1,6,1,0.2830333333333333,1.4143000000000001
9,6,1,6,1,1.4143000000000001,0.6432
10,6,1,6,1,0.6432,1.1155666666666666
11,6,1,6,1,1.1155666666666666,0.8112999999999999
12,6,1,6,1,0.8112999999999999,1.3084333333333333
13,6,1,6,1,1.3084333333333333,1.7133666666666667
14,6,1,6,1,1.7133666666666667,1.6539
15,6,1,6,1,1.6539,1.7609
16,6,1,6,1,1.7609,0.8622333333333334
17,6,1,6,1,0.8622333333333334,2.3048
18,6,1,6,1,2.3048,2.371966666666667
19,6,1,6,1,2.371966666666667,3.629
20,6,1,6,1,3.629,3.1985666666666663
21,6,1,6,1,3.1985666666666663,2.3797333333333333
22,6,1,6,1,2.3797333333333333,0.9296666666666666
23,6,1,6,1,0.9296666666666666,0.30360000000000004
0,7,1,0,0,0.30360000000000004,0.32276666666666665
1,7,1,0,0,0.32276666666666665,0.3159666666666666
2,7,1,0,0,0.3159666666666666,0.31673333333333337
3,7,1,0,0,0.31673333333333337,0.29186666666666666
4,7,1,0,0,0.29186666666666666,0.46509999999999996
5,7,1,0,0,0.46509999999999996,0.7067333333333333
6,7,1,0,0,0.7067333333333333,0.7426666666666667
7,7,1,0,0,0.7426666666666667,2.6031666666666666
8,7,1,0,0,2.6031666666666666,2.8320333333333334
9,7,1,0,0,2.8320333333333334,1.9681333333333333
10,7,1,0,0,1.9681333333333333,1.3833333333333333
11,7,1,0,0,1.3833333333333333,1.3596000000000001
12,7,1,0,0,1.3596000000000001,1.3653666666666666
13,7,1,0,0,1.3653666666666666,0.5053
14,7,1,0,0,0.5053,0.3038666666666667
15,7,1,0,0,0.3038666666666667,0.2741
16,7,1,0,0,0.2741,0.28676666666666667
17,7,1,0,0,0.28676666666666667,0.4867666666666667
18,7,1,0,0,0.4867666666666667,0.9296333333333333
19,7,1,0,0,0.9296333333333333,1.9550333333333334
20,7,1,0,0,1.9550333333333334,3.3992666666666667
21,7,1,0,0,3.3992666666666667,2.3392666666666666
22,7,1,0,0,2.3392666666666666,1.7215
23,7,1,0,0,1.7215,1.3886
0,8,1,1,0,1.3886,1.3109
1,8,1,1,0,1.3109,0.2703666666666667
2,8,1,1,0,0.2703666666666667,0.2898
3,8,1,1,0,0.2898,0.2888333333333334
4,8,1,1,0,0.2888333333333334,0.2763666666666667
5,8,1,1,0,0.2763666666666667,0.2795666666666667
6,8,1,1,0,0.2795666666666667,2.1242666666666667
7,8,1,1,0,2.1242666666666667,2.6565
8,8,1,1,0,2.6565,0.35223333333333334
9,8,1,1,0,0.35223333333333334,0.31476666666666664
10,8,1,1,0,0.31476666666666664,0.27443333333333336
11,8,1,1,0,0.27443333333333336,1.1011
12,8,1,1,0,1.1011,3.2639333333333336
13,8,1,1,0,3.2639333333333336,4.365033333333333
14,8,1,1,0,4.365033333333333,1.5208333333333333
15,8,1,1,0,1.5208333333333333,1.4765333333333333
16,8,1,1,0,1.4765333333333333,1.4456333333333333
17,8,1,1,0,1.4456333333333333,1.0597333333333334
18,8,1,1,0,1.0597333333333334,1.3007
19,8,1,1,0,1.3007,1.8621
20,8,1,1,0,1.8621,2.117566666666667
